email,label,prob_spam,pred_class
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER rio dispatch NUMBER NUMBER candidates standing in the brazilian elections get a party political broadcast each says alex bellos ,0,2.897346682675032e-07,0
 有一隻烏鴉整天就坐在樹上 但就是不做事 之後就有一隻兔子看到烏鴉 就問說 我能學你這樣子就坐在這兒整天不用做事嗎 烏鴉就說啦 當然可以 為啥不行 所以 兔子就在樹的底下休息起來 突然的 有一隻狐狸出現把兔子給吃了 這故事告訴你 若你想要整天坐著不做事 你就必須高高在上 親愛的朋友 你一生什麼時候才能夠高高在上呢 一個可以高高在上的 機會 hyperlink URL 如果在仔細看完後有興趣 我們提供網路行銷資源 你不必怕沒有人脈 只要你有決心願意跟我們一起努力 在底薪保障 NUMBER元 及業績成長下 你將有 個人的專屬網站及無限的網路人脈 快加入我們的團隊 請在網站留下資料 我們將儘速與您聯絡 hyperlink 按我 機會就是你的 另提供網路特訓 hyperlink 報名表 若不想再收到此封郵件 請按此 hyperlink 過濾信件教學 連結 按照步驟設定過濾此信 謝謝 ,1,1.0,1
hi all we re looking for an experienced it support person in the school of engineering at uc santa cruz please foward to anyone who you think might be interested jim original message from michael perrone mailto mperrone cs ucsc edu sent thursday september NUMBER NUMBER NUMBER NUMBER pm to techstaff URL subject recruiting for paiii iv supervisor dear soe community forgive the spam but i wanted to make sure that everyone is aware that we are recruiting to replace the position vacated by gary moro this is a technical position with supervisor responsibilities the focus is on solaris and linux systems administration with veritas and irix experience a plus the posting is here URL regards michael perrone ,0,1.131129386064299e-08,0
 from robert elz kre munnari oz au date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER it may be that your new sequence method just exposed the bug that had been there all along grin that s what the past NUMBER or NUMBER months of exmh hacking has been all about for me i ve now stabilized everything pretty well for my paid job so i ll probably poke around at the sequences performance issues but rather than checking changes in i ll email anything i figure out since i m leaving town in less than NUMBER hours chris chris garrigues URL vircio URL NUMBER congress suite NUMBER austin tx NUMBER NUMBER NUMBER NUMBER NUMBER world war iii the wrong doers vs the evil doers ,0,3.026645566832108e-36,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER media move could lead to rupert murdoch s news corporation being outvoted on major board decisions ,0,3.641186027959162e-06,0
 the historical record by which you mean human historical record is highly overrated nigh worthless when you are talking about geological timescales even on topics with as short a timescale as climate my problem with global warming or cooling for that matter is that the supposedly profound recent changes in temperature both in absolute terms and as a function time very arguably fall well below the noise floor of the natural fluctuations that have occurred over the last NUMBER NUMBER years both in terms of absolute average temperature and the rate of temperature change people unfamiliar with history of global temperature since the advent of modern humans may think that a degree here or there over a century is a lot not realizing that global temperatures regularly whipsaw with far greater extremity i therefore immediately dismiss any theory of global warming that cannot explain why temperatures whipsawed more severely in pre history than in the last couple thousand years which have been relatively calm by geological standards this is a very inconvenient fact for people trying to use climate to push a particular social agenda it is worth noting that underneath the receding glaciers deposited during the last major ice age they are finding substantial evidence of humans living in what was a nice temperate climate before the glaciers paved over their civilization the receding glaciers have turned into a bit of an archaeological treasure chest as they expose artifacts buried in and underneath them as they shrink that have been preserved by the ice for thousands of years i don t see any compelling reason to save the glaciers anyway particularly in light of the fact that their existence has always been transient for anyone to insist that the current negligible fluctuations are anthropogenic just heaps one ridiculous assertion upon another i ll just stick with occam s razor for now in my humble opinion cheers james rogers jamesr URL on mon NUMBER NUMBER NUMBER at NUMBER NUMBER jim whitehead wrote for anyone to fully bury global warming they would need to explain why the dramatic increase in coNUMBER concentrations are not increasing the global temperature they would also need to explain why worldwide glaciers are melting faster than they have previously in the historical record that is people need more than refutations they need a compelling alternate explanation hint climate variability doesn t cover all the bases ,0,7.993627065320283e-92,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER with project budgets in the multiple millions of dollars and virtually no margin for error more and more development teams are under tremendous pressure to come out on top of the entertainment software market s cutthroat competition no team manager wants to contemplate dropping the ball when creating the vivid graphics necessary to help make a game a success electronic arts the sims franchise is an excellent example of this pressurized situation this article highlights the critical issues that govern the high volume asset production needed for today s most demanding games ,0,7.997709280254158e-08,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER uk latest blunkett and straw accused of trying to intimidate judge as shayler case starts today at old bailey ,0,1.3245805667586442e-06,0
 worldwide great restaurants shopping activities fema il NUMBER and ada compliant contact riz bhatti NUMBER NUMBER NUMBER ext NUMBER or donald bae NUMBER NUMBER NUMBER ext NUMBER take a virtual tour of our hotel hyperlink URL www radisson chicago com december NUMBER customer satisfaction survey radisson worldwide hotels and resorts embed ms_clipart_gallery NUMBER ,1,0.9999999999999868,1
 j joseph s barrera joseph writes j better yet tell me where i should be listening for new music j now that pNUMBERp is dead and i still can t pick up kfjc very well how about your local pub sorry couldn t resist i still use liveNUMBER slowly the disconnected stations are returning since the fee to stay on the air can be as low as NUMBER month and if your fave broadcaster won t pay you re given the option to pay for them gary lawrence murphy garym URL teledynamics communications blog URL biz URL computers are useless they can only give you answers picasso ,0,3.382336775190821e-25,0
 what are you trying to sell what is the value example does pratchett sell paper bound by glue or does he sell stories question when i buy a book have i purchased the story when i sell the book does any of that revenue go to mr pratchett what if i read the book and give it to someone who then reads it and gives it to someone who then reads it and gives it to someones bookcrossing com though with more succesfull passings does each reader send mr pratchett money have used bookstores recorstores etc destroyed the system of book record economy as to the resident sourpuss in germany bitter may be better but here its just plain stinkin thinkin tom ,0,7.129741236981068e-09,0
 don t know much about eroom but there is the magic phrase collaborate in real time groove really has people running scared wonder if any users actually benefit from collaborating in real time URL content management vendor documentum said late thursday it plans to acquire privately held e room technologies in a deal worth about NUMBER million documentum will issue approximately NUMBER NUMBER million shares of its common stock and pay about NUMBER NUMBER million in cash for all of the outstanding shares of eroom documentum makes a platform for enterprise wide content management eroom makes tools for enterprise collaboration its customers include airbus bausch lomb ford motor co and sony documentum announced plans this summer to deliver a new collaboration edition of its content management suite eroom was already integrating its tools to the documentum platform making an acquisition an easy target according to documentum president and ceo dave dewalt with the upcoming joint product customers will be able to collaborate in real time via virtual workspaces sharing schedules resources and even jointly creating content content creation and management has always been a collaborative task but workflow has usually been delivered via a web browser interface or even simple e mail and rarely in real time for now documentum will sell the eroom platform and its own content management system through combined sales channels further integration is planned down the line the companies said ,0,3.64985413269063e-32,0
 outstanding opportunities for premier producers our client s search includes full time agents sales managers general agents cpa partners independent agents brokers allow their nationally acclaimed marketing intiatives and unbeatable product portfolio to double your income within NUMBER months plus access to NUMBER other companies for a confidential phone interview please complete form submit name e mail phone city state area of interest full time agent sales manager general agent cpa partner independent agent we don t want anybody to receive or mailing who does not wish to receive them this is professional communication sent to insurance professionals to be removed from this mailing list do not reply to this message instead go here URL legal notice URL ,1,1.0,1
chris haun wrote we would need someone to sit in the studio NUMBER NUMBER writing down all this info which sometimes isn t available like from earlier album that don t have serial numbers and barcodes then still if only the magic NUMBER people webstream our signal the price would become quite exponential since we play on average NUMBER songs an hour we d be paying NUMBER NUMBER everyday to stream to those NUMBER people so really it does have to do with the internet tax but it is a few reasons together why we can t do it after their kill date who is john galt rous in the throes of reading atlas shrugged again ken p ken coar sanagendamgagwedweinini URL author developer opinionist URL millennium hand and shrimp ,0,5.850461526668282e-20,0
jim whitehead wrote so after shutting off the water and mopping up i was left to ponder what are the odds of having mechanical failure of a large rectangular porcelain bowl in the absence of any visible stressors like someone striking it with a sledgehammer we hadn t done anything unusual to the toilet in the recent all it takes is an overtorqued nut e g at the water intake entrance to stress the porcelain and you ve got a time bomb waiting to go off of course if you re lucky you ll overtorque it enough that the tank will break right away while you still have the water intake shut off joe ,0,2.9776918109289755e-17,0
on fri NUMBER sep NUMBER kragen sitaker wrote adam beberg writes shouldn t a politician know not to tell the truth odds he s impeached by as the article you forwarded explained in the second line of text this politician is a woman next monday ob no clue how they remove mayors in italy ob no clue full stop as in nearly all adam beberg posts posts or pouts in rare webster form c ,0,7.461912155459408e-28,0
hi folks i have just installed spamassassin NUMBER NUMBER in my postfix mta server at first i would like to test it just in my email account before applying it to the wole site i configured just as in the install file NUMBER create a forward ifs exec usr bin procmail f exit NUMBER user NUMBER create a procmailrc NUMBERfw usr bin spamassassin c etc mail spamassassin rules but the spams get trought it untouched when i run it by the hand cat sample spam txt usr bin spamassassin c etc mail spamassassin rules it does tag it as spam and send me the email what should i look at thank you luiz felipe ceglia staff terenet lceglia URL NUMBER NUMBER NUMBER NUMBER this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0,1.3888677753050493e-49,0
bitbitch writes listen if you pull numbers like that without a fact the automagic assumption is yes they were extracted out of your neither orifice point wasn t to conclude otherwise unless you had any relevant bits its not my job to do _your_ bit searching for you but i figured i d humor fork with this bit of finding URL pointing ot averages of about NUMBER for every NUMBER months for gay men which totals to about NUMBER a year NUMBER a year doesn t equal NUMBER or even NUMBER er that study would seem to lend credence to eugen s estimations rather than casting fresh doubts NUMBER a year does exceed NUMBER in under NUMBER years time the average age of that study s participants was NUMBER meaning some participants may have had NUMBER NUMBER years of active sex life at that age and further hiv it seems reasonable to think that some the participants may have actually slowed their pace a bit so while this study s summary info is incomplete you could easily conclude that the average participant in this one study will have had over a thousand partners over a NUMBER NUMBER year active sex life and so the even more active tails of the distribution could easily be in the NUMBER range of course this says very little almost nothing about the overall population behavior gay or straight and the relative prevalence of NUMBERk individuals in either group but it does strongly suggest that gay males with NUMBERk partners exist in measurable numbers so people should stop treating eugen s anecdotal estimation as if it were sheer fantasy bitbitch s own citation suggests otherwise gordon ,0,4.640101387488859e-41,0
so then guido van rossum guido python org is all like basic procmail usage goes something like this NUMBERfw spamassassin p NUMBER x spam status yes spam do you feel capable of writing such a tool it doesn t look too hard not to beat a dead horse but that s exactly what my spamcan package did for those just tuning in spamcan is a thingy i wrote before i knew about tim co s work on this crazy stuff you can download it from URL but i m not going to work on it anymore i m currently writing a new one based on classifier and timtest s booty kicking tokenizer i ll probably have something soon like maybe half an hour and no it s not too hard the hard part is storing the data somewhere i don t want to use zodb as i d like something a person can just drop in with a default python install so anydbm is looking like my best option i already have a setup like this using xavier leroy s spamoracle which does the same sort of thing you call it from procmail it adds a new header and then you can filter on that header really easy here s how i envision this working everybody gets four new mailboxes train eggs train spam trained eggs trained spam you copy all your spam and eggs into the train boxes as you get it how frequently you do this would be up to you but you d get better results if you did it more often and you d be wise to always copy over anything which was misclassified then every night the spam fairy swoops down and reads through your folders learning about what sorts of things you think are eggs and what sorts of things are spam after she s done she moves your mail into the trained folders this would work for anybody using imap on a unix box or folks who read their mail right off the server i ve spoken with some fellows at work about exchange and they seem to beleive that exchange exports appropriate functionality to implement a spam fairy as well advanced users could stay ahead of the game by reprogramming their mail client to bind the key s to move to train spam and h to move to train eggs eventually if enough people used this sort of thing it d start showing up in mail clients that s the delete as spam button paul graham was talking about the hormel company might not think well of using the word ham as the opposite of spam and they ve been amazingly cool about the use of their product name for things thus far so i propose we start calling non spam something more innocuous and more monty pythonic such as eggs neale ,0,1.9448120661277733e-96,0
